host,ID,ra,dec,morph,re,z
PGC41361,124446+085849,191.1918,8.9803,dE,15.14,0.0022
PGC41361,124447+120352,191.1974,12.0647,dE,23.73,0.0048
PGC42797,124448+011622,191.2031,1.2728,dE,3.73,
PGC41361,124452+113334,191.2202,11.5596,dE,5.53,
PGC41361,124454+110108,191.2254,11.0189,dE,7.23,
PGC41361,124454+105742,191.2264,10.9618,dE,10.83,
PGC42797,124455+021745,191.2316,2.2959,dE,9.76,
PGC41361,124458+162254,191.2438,16.3818,dE,10.57,
PGC41361,124504+122105,191.2674,12.3515,dE,11.57,
PGC41361,124505+105402,191.2736,10.9007,dE,19.31,0.0074
PGC41361,124508+083523,191.2856,8.5898,dE,8.27,
PGC41361,124509+103748,191.2903,10.6301,dE,14.87,0.0031
PGC41361,124510+163142,191.2943,16.5286,dE,5.85,
PGC41361,124515+073656,191.3142,7.6156,dE,8.9,0.0043
PGC41361,124516+121453,191.3178,12.2482,dE,6.84,
PGC41361,124520+134133,191.335,13.6926,dE,14.43,0.006
PGC41361,124525+105526,191.3542,10.9239,dE,7.85,
PGC41361,124527+130136,191.3649,13.0269,dE,11.03,
PGC41361,124527+181800,191.3655,18.3002,dE,18.48,
PGC41361,124530+171307,191.3786,17.2188,dE,6.17,
PGC41361,124533+102925,191.3887,10.4905,dE,4.21,0.0032
PGC41361,124534+112845,191.3935,11.4794,dE,8.78,
PGC41361,124535+050034,191.3959,5.0095,dE,6.03,
PGC42797,124535+015919,191.3969,1.9887,dE,5.31,0.0043
PGC41361,124535+113307,191.3972,11.552,dE,6.77,
PGC41361,124537+131941,191.4061,13.3282,dE,8.45,0.0003
PGC42595,124539+740638,191.4149,74.1107,dE,7.02,
PGC41361,124540+092422,191.4175,9.4063,dE,6.15,0.0043
PGC41361,124545+121408,191.4377,12.2357,dE,5.28,0.0054
PGC42797,124545+022613,191.4381,2.437,dE,6.67,
PGC41361,124551+152929,191.4626,15.4915,dE,5.83,
PGC41361,124552+111445,191.4681,11.2459,dE,17.03,
PGC42797,124552+015419,191.4681,1.9055,UDG,15.82,
PGC42797,124604+022535,191.5207,2.4266,dE,10.48,
PGC43276,124607-053328,191.5298,-5.5579,dE,10.07,
PGC43238,124607-031608,191.5302,-3.2691,dE,5.15,0.0038
PGC42595,124609+743455,191.5393,74.5822,BC,3.83,
PGC41361,124613+101451,191.5562,10.2476,dE,7.41,
PGC43238,124616-035958,191.5684,-3.9995,dE,8.51,
PGC42797,124616+020245,191.5685,2.0461,dE,5.38,0.0031
PGC42734,124617+030817,191.573,3.1382,dE,18.81,
PGC42797,124626+013618,191.612,1.605,dE,8.1,
PGC42797,124627+021543,191.6161,2.2622,dE,4.08,
PGC41361,124627+172353,191.6165,17.3981,dE,8.52,
PGC41361,124629+101653,191.6213,10.2814,dE,9.3,
PGC41361,124631+131931,191.6306,13.3254,dE,6.34,
PGC41361,124636+104707,191.6502,10.7853,dE,16.54,
PGC41361,124636+154525,191.6539,15.7571,dE,6.12,
PGC42734,124637+030605,191.6554,3.1014,dE,6.67,
PGC41361,124638+091827,191.6594,9.3075,SP,20.9,0.0059
PGC41361,124639+100845,191.6657,10.1458,dE,7.73,
PGC41361,124641+051403,191.6719,5.2344,dE,6.23,
PGC41361,124641+102308,191.6742,10.3856,BC,16.85,
PGC41361,124648+121148,191.7017,12.1969,dE,11.11,
PGC42734,124649+024247,191.7062,2.7132,dE,7.77,0.0032
PGC42797,124654+022134,191.7273,2.3597,dE,6.68,0.0014
PGC41361,124655+101056,191.7312,10.1824,dE,12.07,0.0044
PGC41361,124656+034746,191.7344,3.7962,dE,8.68,
PGC41361,124703+091633,191.7662,9.2759,dE,2.08,
PGC43276,124704-071412,191.7704,-7.2369,dE,6.52,
PGC41361,124708+112739,191.7858,11.461,dE,4.88,
PGC41361,124708+091848,191.7866,9.3135,dE,8.89,
PGC41361,124710+194440,191.7937,19.7447,dE,5.74,
PGC43276,124713-052824,191.8073,-5.4734,dE,11.27,
PGC41361,124715+101213,191.8137,10.2037,dE,11.23,0.0036
PGC41361,124716+114538,191.8177,11.7607,dE,9.32,0.0036
PGC43202,124717-014313,191.8227,-1.7204,dE,5.66,
PGC41361,124719+043439,191.8306,4.5775,BC,8.47,
PGC41361,124720+120959,191.836,12.1664,dE,10.49,0.0039
PGC41361,124723+180142,191.8461,18.0286,dE,10.13,
PGC43202,124723-012416,191.847,-1.4046,UDG,8.38,
PGC41361,124726+092543,191.8623,9.4288,dE,11.0,
PGC41361,124727+121149,191.8664,12.197,dE,6.18,
PGC41361,124729+120301,191.8717,12.0505,dE,6.4,
PGC43276,124730-071737,191.8777,-7.2937,dE,3.41,
PGC41361,124731+075602,191.8804,7.9341,dE,7.55,
PGC43276,124738-055202,191.9092,-5.8673,dE,13.16,0.0039
PGC41361,124739+090927,191.9139,9.1576,dE,9.25,0.0053
PGC43754,124743-092644,191.9313,-9.4456,dE,5.01,
PGC43202,124743-015655,191.932,-1.9488,dE,5.91,
PGC41361,124744+120800,191.9345,12.1335,dE,8.05,0.0064
PGC41361,124745+091347,191.941,9.2298,dE,11.86,
PGC41361,124747+124141,191.948,12.6949,dE,3.97,
PGC41361,124755+090933,191.9812,9.1592,dE,8.05,
PGC41361,124759+081919,191.9977,8.3222,dE,11.3,
PGC41361,124759+044141,191.9993,4.6949,dE,9.7,0.0034
PGC41361,124800+112222,192.0008,11.3728,dE,5.89,
PGC41361,124800+131021,192.0032,13.1728,dE,15.28,
PGC41361,124803+134326,192.0133,13.724,dE,10.38,
PGC42797,124806+010132,192.0262,1.0258,dE,7.92,
PGC42797,124806+011314,192.0265,1.2208,dE,7.26,
PGC41361,124806+081732,192.0289,8.2924,dE,9.12,
PGC43238,124808-042013,192.0334,-4.337,dE,5.37,
PGC41361,124809+114253,192.0409,11.715,dE,4.79,
PGC42797,124810+022704,192.0444,2.4513,dE,7.22,
PGC41361,124820+183823,192.084,18.6399,dE,14.19,
PGC41361,124825+103815,192.1046,10.6376,dE,14.67,
PGC41361,124825+121415,192.1054,12.2377,dE,7.88,
PGC41361,124827+103328,192.1128,10.558,BC,4.85,0.0039
PGC43202,124827-014002,192.1132,-1.6674,dE,4.14,
PGC43798,124827+023105,192.1158,2.5183,dE,6.73,
PGC41361,124828+094516,192.119,9.7546,dE,13.8,
PGC41361,124829+134817,192.1228,13.8047,dE,4.9,
PGC41361,124832+154420,192.134,15.739,dE,11.05,
PGC41361,124833+084254,192.1392,8.7152,dE,4.78,
PGC43754,124838-091515,192.161,-9.2544,UDG,12.49,
PGC41361,124843+115811,192.1822,11.9697,dE,18.37,-0.0006
PGC43276,124845-055314,192.1903,-5.8875,dE,14.99,
PGC41361,124849+083527,192.2073,8.5911,dE,5.96,
PGC43202,124857-004656,192.2391,-0.7824,UDG,8.97,
PGC41361,124858+103511,192.2434,10.5866,dE,10.88,0.005
PGC41361,124900+090042,192.2529,9.0118,dE,3.83,
PGC43276,124903-055255,192.2632,-5.8822,dE,3.77,
PGC41361,124904+111038,192.2677,11.1773,dE,6.41,
PGC43754,124906-090659,192.2764,-9.1165,dE,4.09,
PGC43798,124906+015724,192.2766,1.9568,dE,9.02,
PGC41361,124908+100310,192.2836,10.0529,dE,4.72,
PGC43754,124908-090133,192.2859,-9.026,dE,7.09,
PGC41361,124910+100456,192.2926,10.0824,dE,7.07,
PGC43754,124911-092949,192.2983,-9.497,dE,4.67,
PGC43276,124913-060929,192.3045,-6.1583,dE,6.87,
PGC41361,124914+103548,192.3093,10.5969,dE,3.54,
PGC43754,124914-091004,192.3103,-9.1679,dE,4.9,
PGC41361,124915+152933,192.3136,15.4928,dE,7.99,
PGC43276,124922-054826,192.3417,-5.8074,dE,13.15,
PGC41361,124923+111208,192.3487,11.2025,dE,5.04,
PGC41361,124925+145452,192.3563,14.9147,dE,8.01,
PGC43202,124927-012333,192.3651,-1.3927,dE,6.42,
PGC43798,124929+033119,192.3716,3.522,dE,5.29,
PGC43754,124929-090647,192.3733,-9.1131,dE,5.22,
PGC43798,124930+030628,192.376,3.108,UDG,12.37,
PGC43276,124936-054727,192.4019,-5.7911,dE,11.39,
PGC41361,124939+123731,192.4148,12.6254,dE,19.82,0.0026
PGC41361,124944+103104,192.4348,10.5178,dE,8.31,
PGC41361,124944+103105,192.4348,10.5182,dE,7.3,
PGC41361,124946+111333,192.4426,11.226,dE,9.34,
PGC41361,124951+131650,192.4653,13.2808,dE,9.26,
PGC43276,124952-060727,192.47,-6.1243,dE,2.27,
PGC41361,124952+104255,192.4704,10.7153,dE,5.44,
PGC43754,124958-090651,192.4942,-9.1143,dE,4.49,
PGC43798,125001+031254,192.5077,3.2152,dE,11.45,
PGC43671,125004-001357,192.52,-0.2326,dE,10.52,0.002
PGC43276,125004-064322,192.5208,-6.7229,BC,6.44,
PGC43276,125006-054850,192.5263,-5.8139,dE,9.72,
PGC41361,125006+051806,192.5274,5.3018,dE,3.02,
PGC43798,125007+021452,192.5302,2.2478,dE,9.63,0.0036
PGC41361,125008+092521,192.5344,9.4226,dE,9.18,
PGC43276,125013-053143,192.5558,-5.5286,dE,10.31,
PGC41361,125014+103224,192.5603,10.5401,dE,12.37,0.003
PGC41361,125018+140551,192.5767,14.0976,dE,8.65,
PGC41361,125024+102924,192.6,10.4901,dE,11.16,
PGC43798,125026+004420,192.6108,0.7389,dE,8.86,
PGC41361,125026+074434,192.6114,7.743,UDG,21.51,
PGC43451,125033+252432,192.6406,25.4092,dE,6.32,0.0042
PGC41361,125036+112316,192.6504,11.3879,dE,6.07,
PGC41361,125037+095243,192.6575,9.8788,dE,6.04,0.005
PGC41361,125041+131924,192.6719,13.3234,dE,4.92,
PGC43671,125042-010317,192.6779,-1.055,dE,3.0,
PGC43671,125044-004946,192.6864,-0.8297,dE,3.95,
PGC43754,125044-091926,192.6866,-9.3241,dE,4.39,
PGC41361,125045+104748,192.6882,10.7968,dE,6.14,
PGC43754,125048-081255,192.7009,-8.2154,UDG,7.56,
PGC41361,125052+134142,192.7196,13.6951,dE,6.45,
PGC43754,125053-081154,192.7234,-8.1984,dE,1.91,
PGC41361,125054+104611,192.7264,10.7698,dE,7.68,
PGC43238,125058-041351,192.7424,-4.2311,dE,5.19,
PGC43798,125100+015045,192.7508,1.846,dE,8.44,0.0031
PGC41361,125100+112903,192.754,11.4842,dE,7.58,
PGC43754,125108-092203,192.7848,-9.3675,dE,3.75,
PGC41361,125111+111437,192.796,11.2437,dE,11.26,
PGC43754,125115-085946,192.8147,-8.9963,dE,5.79,
PGC41361,125124+103446,192.8509,10.5797,dE,15.45,0.0053
PGC43754,125125-082232,192.8579,-8.3757,dE,4.24,
PGC41361,125126+091335,192.8604,9.2266,dE,5.4,
PGC41361,125136+121715,192.9014,12.2876,dE,3.49,
PGC43451,125137+244922,192.9043,24.823,dE,5.76,
PGC43754,125137-090050,192.9075,-9.014,dE,3.66,
PGC41361,125141+130542,192.9231,13.0952,BC,9.99,
PGC41361,125148+121636,192.952,12.2767,dE,3.66,
PGC41361,125148+095458,192.953,9.9162,dE,8.07,
PGC43276,125151-043522,192.9639,-4.5895,BC,6.45,
PGC41361,125155+085241,192.982,8.8782,dE,6.8,0.0038
PGC43754,125156-083552,192.9874,-8.598,dE,3.9,
PGC43798,125201+021341,193.0049,2.2281,dE,2.91,
PGC41361,125204+125424,193.0167,12.9069,dE,12.95,
PGC43276,125204-054157,193.0194,-5.6994,dE,5.56,
PGC41361,125205+110156,193.0247,11.0323,dE,8.5,
PGC43798,125208+030715,193.0373,3.1208,dE,9.04,0.0035
PGC43754,125216-090057,193.0701,-9.0159,dE,2.58,
PGC41361,125219+111126,193.0794,11.1907,dE,9.68,
PGC43754,125220-092136,193.0847,-9.3601,dE,5.06,
PGC43798,125223+021719,193.0965,2.2889,dE,8.74,
PGC43754,125227-075752,193.1144,-7.9645,dE,5.04,
PGC41361,125229+101430,193.1243,10.2418,dE,9.21,
PGC43754,125233-085044,193.1378,-8.8457,dE,4.56,
PGC43671,125233-014349,193.1404,-1.7304,BC,9.32,0.0033
PGC41361,125234+121526,193.1427,12.2574,BC,13.92,0.006
PGC43754,125234-090246,193.1455,-9.0461,dE,3.63,
PGC41361,125235+102659,193.1487,10.4499,dE,7.19,
PGC43754,125241-090756,193.1719,-9.1324,dE,3.45,
PGC43754,125245-091807,193.1913,-9.302,dE,3.53,
PGC43671,125248-005626,193.2027,-0.9406,dE,5.57,
PGC43754,125248-091323,193.2029,-9.2231,dE,2.63,
PGC43754,125249-090254,193.2045,-9.0485,dE,3.61,
PGC43798,125249+014404,193.2059,1.7346,dE,7.46,0.0028
PGC43754,125249-091652,193.2075,-9.2812,dE,5.54,
PGC43754,125252-090720,193.2177,-9.1223,dE,3.91,
PGC43754,125252-084914,193.2193,-8.8206,dE,4.52,
PGC43754,125254-090829,193.2253,-9.1415,dE,2.62,
PGC41361,125254+113016,193.2272,11.5047,dE,11.49,
PGC41361,125254+140358,193.2274,14.0662,dE,8.65,
PGC43754,125301-090748,193.2553,-9.1301,dE,2.58,
PGC41361,125302+160237,193.2589,16.0436,dE,4.49,
PGC43754,125302-091814,193.2601,-9.3039,dE,3.08,
PGC41361,125303+074059,193.2656,7.6833,dE,13.44,0.0055
PGC43798,125305+020252,193.2732,2.0478,dE,7.85,
PGC41361,125306+080813,193.2778,8.1371,dE,4.85,
PGC43754,125307-090657,193.281,-9.116,dE,2.01,
PGC43754,125309-081831,193.289,-8.3087,dE,3.8,
PGC43754,125310-091736,193.2953,-9.2934,UDG,7.38,
PGC43754,125311-093321,193.299,-9.5559,dE,2.63,
PGC43754,125313-093526,193.3045,-9.5906,dE,4.35,
PGC43754,125315-081741,193.3129,-8.2949,dE,3.54,
PGC43754,125319-091850,193.3313,-9.314,dE,2.57,
PGC43754,125319-092730,193.3323,-9.4585,dE,5.15,
PGC43754,125324-092645,193.3504,-9.4459,dE,2.83,
PGC43798,125324+015553,193.3508,1.9314,dE,8.23,0.003
PGC43754,125326-091834,193.3595,-9.3097,UDG,6.99,
PGC43754,125327-091546,193.3663,-9.2629,dE,3.08,
PGC43754,125328-091647,193.3675,-9.2798,dE,3.44,
PGC43754,125332-091920,193.3834,-9.3222,dE,1.97,
PGC43754,125334-091627,193.3957,-9.2743,dE,4.47,
PGC43754,125334-091627,193.3958,-9.2743,dE,4.28,
PGC43754,125335-072639,193.396,-7.4442,BC,13.19,
PGC43754,125335-072637,193.396,-7.4439,BC,13.6,
PGC43754,125337-093402,193.4061,-9.5674,dE,3.49,
PGC43754,125339-093058,193.4129,-9.5163,dE,3.09,
PGC43754,125341-091858,193.423,-9.3162,dE,4.78,
PGC43798,125347+014156,193.4472,1.6989,dE,5.93,
PGC43798,125353+020159,193.4713,2.0331,dE,8.73,
PGC41361,125353+104449,193.4717,10.7472,dE,5.3,
PGC43754,125354-090540,193.4773,-9.0945,dE,3.45,
PGC43671,125401-013030,193.5079,-1.5083,dE,3.72,0.0038
PGC43671,125405-000604,193.5211,-0.1012,BC,11.16,0.0023
PGC43754,125405-091842,193.5235,-9.3119,dE,2.93,
PGC43754,125407-090437,193.5301,-9.077,dE,1.77,
PGC43798,125412+004809,193.5526,0.8025,BC,3.38,0.0034
PGC43754,125413-091923,193.5548,-9.3233,dE,4.51,
PGC43939,125417+290116,193.5741,29.0213,dE,4.88,
PGC41361,125425+194331,193.6045,19.7253,dE,9.87,
PGC43798,125426+020115,193.6116,2.0209,dE,11.32,
PGC44025,125426+582348,193.6119,58.3968,dE,5.2,
PGC43798,125434+014832,193.6455,1.8089,dE,8.2,
PGC41361,125439+074116,193.6647,7.6879,dE,7.4,
PGC43754,125440-090914,193.6692,-9.1541,dE,4.26,
PGC41361,125445+180805,193.6892,18.1349,dE,8.33,0.0038
PGC41361,125446+104319,193.6922,10.722,dE,5.59,
PGC43754,125446-091747,193.694,-9.2965,dE,3.96,
PGC41361,125448+135551,193.703,13.9311,dE,8.52,
PGC43754,125450-090815,193.7106,-9.1377,dE,2.06,
PGC43754,125451-090751,193.7166,-9.1309,dE,3.94,
PGC41361,125452+105742,193.7181,10.9619,dE,7.39,0.0046
PGC43939,125454+290126,193.7258,29.0239,dE,4.1,
PGC41361,125455+103858,193.73,10.6496,dE,8.25,
PGC43939,125455+285848,193.7311,28.98,dE,4.63,
PGC43754,125455-090915,193.7327,-9.1542,UDG,9.47,
PGC43798,125456+030117,193.7334,3.0216,dE,6.39,
PGC43798,125457+015843,193.7407,1.9786,BC,11.68,
PGC43276,125503-065605,193.7634,-6.9349,dE,4.78,
PGC41361,125504+074316,193.767,7.7212,dE,12.53,0.0049
PGC43798,125504+014059,193.7679,1.6832,dE,10.74,
PGC41361,125509+100749,193.7892,10.1303,dE,6.18,
PGC43754,125513-090617,193.806,-9.1048,dE,2.14,
PGC43754,125514-083906,193.8085,-8.6519,dE,3.22,
PGC43754,125517-084611,193.8211,-8.7698,dE,2.98,
PGC43754,125519-090733,193.8332,-9.126,dE,3.81,
PGC43798,125525+025238,193.8562,2.8774,dE,6.5,
PGC43798,125528+025743,193.8691,2.9621,dE,4.66,
PGC41361,125530+154403,193.8783,15.7343,dE,7.4,
PGC43671,125537-011947,193.9054,-1.3297,BC,5.03,0.0025
PGC43754,125542-090942,193.929,-9.1618,dE,3.39,
PGC41361,125546+081631,193.9428,8.2754,dE,7.77,
PGC43754,125549-090653,193.9575,-9.1148,dE,2.15,
PGC41361,125607+110423,194.0323,11.0731,dE,11.06,
PGC41361,125613+082827,194.0563,8.4743,dE,5.64,
PGC41361,125618+075914,194.0757,7.9873,dE,7.06,
PGC43939,125619+290733,194.0812,29.1259,dE,3.07,
PGC41361,125624+150508,194.1034,15.0856,UDG,21.58,
PGC43798,125650+013654,194.2116,1.6152,dE,8.06,
PGC41361,125651+163024,194.2146,16.5067,SP,11.94,0.0041
PGC43754,125658-073534,194.2432,-7.5929,UDG,7.94,
PGC41361,125730+083238,194.3781,8.5441,dE,4.39,
PGC41361,125808+145131,194.5373,14.8588,TS,21.68,0.0031
PGC44891,125812-032854,194.5529,-3.4819,dE,5.59,
PGC41361,125840+095211,194.6681,9.8699,dE,4.58,
PGC44797,125855+012911,194.7299,1.4864,dE,6.23,
PGC41361,125901+140502,194.7575,14.084,dE,8.38,
PGC44846,125943-004406,194.9307,-0.7352,dE,5.78,
PGC44891,130013-042914,195.0544,-4.4873,dE,2.78,
PGC41361,130031+184309,195.1304,18.7194,UDG,23.35,
PGC44891,130040-043124,195.1688,-4.5235,dE,3.13,
PGC44891,130103-042938,195.2651,-4.4941,dE,2.72,
PGC44891,130121-042634,195.3397,-4.4429,BC,5.7,
PGC44891,130124-042921,195.35,-4.4893,dE,3.8,
PGC44891,130132-045259,195.3838,-4.8832,dE,4.27,
PGC44891,130148-043216,195.4541,-4.538,dE,5.99,
PGC44891,130159-042912,195.4988,-4.4867,dE,7.16,
PGC45643,130200-081944,195.501,-8.329,dE,2.64,
PGC44891,130213-043347,195.5568,-4.5632,dE,7.48,
PGC44891,130222-043006,195.5921,-4.5018,UDG,9.91,
PGC44891,130224-044417,195.6023,-4.7383,dE,8.25,
PGC44797,130226+021815,195.6095,2.3042,dE,8.75,
PGC44891,130229-041748,195.6246,-4.2968,dE,3.71,
PGC44182,130241+215951,195.6744,21.9977,dE,14.56,0.0009
PGC41361,130254+075749,195.7281,7.9637,dE,4.98,
PGC41361,130259+075217,195.7477,7.8715,dE,10.02,
PGC41361,130301+075107,195.7545,7.8521,TS,3.95,0.0096
PGC45643,130314-081400,195.8113,-8.2334,BC,7.54,
PGC41361,130320+175909,195.8348,17.986,dE,5.3,0.0033
PGC44797,130328+023555,195.869,2.5989,dE,11.44,
PGC45165,130338-053507,195.9096,-5.5854,dE,6.28,
PGC44891,130339-043647,195.9164,-4.6132,UDG,10.29,
PGC44846,130416-020000,196.0689,-2.0002,BC,8.09,
PGC41361,130429+174531,196.1249,17.7586,dE,16.72,
PGC45165,130525-052850,196.3548,-5.4806,dE,3.72,
PGC44846,130533-001738,196.3894,-0.2941,dE,8.99,
PGC45643,130543-074523,196.4326,-7.7566,UDG,21.32,
PGC45643,130609-080401,196.5384,-8.0671,dE,9.71,
PGC45643,130618-080539,196.5772,-8.0944,UDG,19.32,
PGC44797,130640+024327,196.6702,2.7243,dE,11.67,
PGC45552,130642+180006,196.6764,18.0018,dE,9.27,0.0051
PGC45643,130701-074154,196.7569,-7.6986,dE,7.33,
PGC45643,130702-073355,196.7624,-7.5654,dE,6.94,
PGC45643,130740-081136,196.9173,-8.1934,dE,4.4,
PGC45643,130754-080935,196.9765,-8.1598,dE,4.89,
PGC45606,130803-050702,197.0165,-5.1174,dE,5.27,
PGC45606,130901-052341,197.2561,-5.3947,dE,3.2,
PGC45606,130907-051836,197.2794,-5.3103,TS,8.31,
PGC45606,130921-052420,197.3393,-5.4057,dE,3.24,
PGC45606,130932-052632,197.3843,-5.4425,dE,3.58,
PGC44846,131029-014616,197.6248,-1.7711,dE,4.71,
PGC45749,131058+364812,197.7418,36.8034,dE,5.76,
PGC45749,131058+364941,197.7448,36.8282,dE,9.81,
PGC45749,131106+371040,197.777,37.1779,dE,10.59,
PGC45749,131111+364043,197.7988,36.6788,dE,10.7,
PGC45749,131115+365911,197.8158,36.9866,dE,6.07,
PGC45795,131118+224831,197.8285,22.8086,dE,3.54,
PGC45749,131126+371842,197.8619,37.3118,dE,7.01,
PGC45606,131301-034115,198.2555,-3.6877,BC,4.79,
PGC45883,131329+094713,198.3724,9.787,dE,3.41,
PGC46153,131339+420233,198.4161,42.0427,dE,10.85,
PGC45883,131347+100310,198.4472,10.0529,UDG,19.81,0.0016
PGC47404,132737+465454,201.9065,46.9151,BC,2.9,
PGC47441,132836+464603,202.1505,46.7677,BC,4.94,0.0083
PGC47441,132923+464046,202.3495,46.6795,dE,5.22,
PGC47441,132941+463837,202.422,46.6439,dE,6.28,
PGC47441,132951+463455,202.4633,46.5822,dE,7.16,0.0096
PGC47441,132953+462219,202.4735,46.3721,dE,5.21,
PGC47404,133032+470814,202.6343,47.1374,dE,3.92,
PGC47441,133111+464857,202.7979,46.8159,dE,4.26,
PGC47404,133245+470302,203.1912,47.0507,dE,2.85,
PGC48130,133537+142139,203.9051,14.361,BC,4.43,0.0034
PGC47603,133708+605812,204.2841,60.9702,UDG,6.88,
PGC48130,133732+090815,204.3869,9.1377,dE,6.67,
PGC48085,133734-081302,204.3943,-8.2174,dE,2.73,
PGC48860,133959+601957,204.9982,60.3326,dE,4.67,
PGC49044,134002+584012,205.0099,58.6702,dE,6.1,
PGC48392,134003+541837,205.0148,54.3105,dE,4.89,
PGC48959,134018+060227,205.0774,6.0409,dE,6.14,0.0036
PGC48860,134140+613852,205.4187,61.648,dE,4.03,0.0063
PGC48860,134253+614435,205.7242,61.7433,dE,10.29,
PGC48860,134309+614331,205.7896,61.7255,dE,3.39,
PGC48860,134323+620035,205.848,62.0098,BC,7.12,0.0075
PGC48860,134331+611414,205.8817,61.2373,dE,4.76,
PGC49044,134332+592606,205.8861,59.4351,dE,3.16,
PGC48860,134510+611534,206.2954,61.2595,dE,3.56,0.0066
PGC48767,134529+413831,206.3736,41.642,dE,5.3,0.0092
PGC48815,134529+435504,206.3736,43.9179,dE,6.91,
PGC48767,134548+414443,206.4524,41.7454,TS,5.91,0.009
PGC48860,134553+603235,206.4709,60.5432,dE,6.57,
PGC48860,134554+610550,206.475,61.0973,dE,10.12,
PGC48860,134603+605958,206.513,60.9996,dE,3.73,
PGC48815,134618+435104,206.5778,43.8512,BC,8.0,0.0077
PGC48860,134622+603718,206.5931,60.6219,dE,6.89,
PGC49044,134624+595042,206.6032,59.8451,dE,8.14,
PGC48860,134635+603234,206.6461,60.5429,dE,5.03,
PGC49044,134641+594922,206.6723,59.823,dE,6.73,0.0067
PGC48860,134646+605912,206.6924,60.9867,dE,6.17,0.0055
PGC48860,134726+610828,206.8596,61.1413,dE,7.14,
PGC48959,134757+041850,206.9893,4.3141,dE,5.59,0.0032
PGC48860,134805+611022,207.0235,61.1729,dE,4.41,
PGC49044,134806+600359,207.0252,60.0665,dE,12.71,
PGC49044,134807+601026,207.0307,60.1741,dE,3.1,
PGC49044,134811+600504,207.0495,60.0847,dE,4.24,0.0065
PGC48860,134822+605826,207.0954,60.9741,dE,6.55,
PGC48860,134833+610133,207.1404,61.0259,dE,4.67,0.0072
PGC48860,134843+610029,207.1822,61.0082,dE,6.43,
PGC49044,134847+600634,207.1971,60.1097,dE,3.28,
PGC49044,134847+600634,207.1972,60.1097,dE,2.92,
PGC48860,134856+610756,207.2358,61.1325,dE,5.77,0.0069
PGC49514,134911+401937,207.296,40.327,dE,7.12,0.0081
PGC49044,134915+600333,207.3132,60.0592,dE,3.47,
PGC48959,134916+044903,207.3204,4.8176,dE,9.16,
PGC49514,134920+395712,207.3339,39.9535,dE,9.44,
PGC48860,134931+610057,207.3828,61.016,dE,6.82,0.0072
PGC49044,134951+594340,207.4627,59.728,dE,8.18,
PGC48860,135009+605701,207.5382,60.9503,dE,5.49,
PGC49514,135012+395717,207.5512,39.9548,dE,4.04,
PGC49514,135024+395128,207.6014,39.8579,dE,4.17,0.0075
PGC49044,135051+600911,207.7166,60.1531,dE,4.5,
PGC49044,135053+600830,207.7237,60.1417,BC,4.36,0.0084
PGC48917,135105+392208,207.7718,39.3689,dE,4.94,0.0088
PGC49514,135119+401133,207.833,40.1925,dE,6.41,
PGC49514,135126+403511,207.8594,40.5864,dE,4.53,
PGC49514,135139+404414,207.9137,40.7374,dE,4.24,
PGC49514,135140+400856,207.9188,40.1491,dE,3.37,
PGC49547,135142+052647,207.9288,5.4465,BC,7.0,0.0041
PGC49514,135200+402234,208.0023,40.3763,dE,9.35,
PGC49547,135205+054553,208.0236,5.765,BC,6.74,
PGC49514,135206+401945,208.0275,40.3293,dE,2.88,
PGC49514,135212+400533,208.0514,40.0926,BC,13.69,0.0084
PGC49547,135213+044713,208.0569,4.7872,dE,6.57,
PGC49514,135219+401935,208.083,40.3265,dE,3.2,
PGC49489,135224+594826,208.1014,59.8074,dE,5.7,
PGC49514,135228+402429,208.1198,40.4082,dE,10.25,
PGC49489,135229+594027,208.1217,59.6744,BC,9.82,
PGC49489,135229+595233,208.1223,59.8759,UDG,9.66,
PGC49044,135234+600258,208.1419,60.0496,dE,7.23,
PGC49514,135239+400425,208.1663,40.0738,dE,3.35,
PGC49514,135241+401141,208.1721,40.195,dE,5.47,
PGC49514,135242+400204,208.1757,40.0346,dE,4.25,
PGC49514,135258+401605,208.2421,40.2683,dE,5.99,
PGC49514,135258+400701,208.2426,40.1171,dE,2.95,
PGC49514,135300+401654,208.2513,40.2817,dE,4.18,
PGC49514,135302+401747,208.2599,40.2964,dE,4.54,
PGC49514,135310+401815,208.2939,40.3044,dE,5.43,
PGC49514,135312+401436,208.3028,40.2436,dE,3.53,
PGC49514,135315+402758,208.3153,40.4662,dE,6.71,
PGC49547,135319+054617,208.3326,5.7716,dE,15.01,0.0035
PGC49514,135331+400150,208.3799,40.0307,dE,3.44,
PGC49412,135336-074308,208.4022,-7.7191,dE,2.69,
PGC49514,135340+411507,208.4186,41.2522,dE,3.45,0.0097
PGC49514,135341+400447,208.4249,40.08,dE,4.21,
PGC49489,135342+600300,208.4265,60.0501,UDG,20.3,
PGC49412,135356-074123,208.4862,-7.6899,dE,3.97,
PGC49514,135407+404901,208.5317,40.817,dE,5.76,0.0091
PGC49514,135408+402005,208.5344,40.3348,dE,5.26,
PGC49514,135408+400350,208.535,40.0642,dE,3.75,
PGC49412,135416-072236,208.5687,-7.3768,dE,5.29,
PGC49412,135427-073434,208.615,-7.5763,dE,6.63,
PGC49412,135430-073907,208.6274,-7.6522,UDG,9.41,
PGC49547,135435+053004,208.6498,5.5013,dE,9.11,
